,alpha_1,alpha_2,alpha_3,from_vae
academia,1.0709331035614014,1.7516884803771973,1.1773784160614014,True
academic,1.5832624435424805,1.9654405117034912,1.4512971639633179,True
academical,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
academically,1.0755127668380737,1.746714472770691,1.1777727603912354,True
academician,1.313363790512085,1.5064617395401,1.1801745891571045,True
academicism,1.091209888458252,1.7293568849563599,1.1794331073760986,True
academy,1.0805026292800903,1.7412302494049072,1.178267240524292,True
acalculia,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
acantha,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acanthamoeba,1.1606489419937134,1.6554113626480103,1.1839396953582764,True
acanthotic,1.5707707405090332,1.9582085609436035,1.4710205793380737,True
acapnotic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acaricide,1.2170120477676392,1.5992751121520996,1.1837128400802612,True
acarophobia,1.309169054031372,1.5104334354400635,1.1803975105285645,True
acarpelous,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acarpous,1.586646556854248,1.9663901329040527,1.4469633102416992,True
acatalectic,1.234553337097168,1.4863287210464478,1.2791179418563843,True
acaudate,1.2645777463912964,1.4599740505218506,1.275448203086853,True
accede,1.1196582317352295,2.679044246673584,1.2012975215911865,True
accelerando,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accelerant,1.0736416578292847,1.7487552165985107,1.1776031255722046,True
accelerate,1.0827217102050781,1.7387772798538208,1.178501009941101,True
accelerated,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acceleration,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
accelerator,1.081603765487671,1.740013837814331,1.178382396697998,True
acceleratory,1.2533906698226929,1.4828211069107056,1.263788104057312,True
accelerometer,1.0743038654327393,1.7480342388153076,1.1776618957519531,True
accent,1.0838568210601807,1.7375203371047974,1.178622841835022,True
accentual,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accentuate,1.3689953088760376,2.4272055625915527,1.2037992477416992,True
accentuation,1.190721035003662,1.6252789497375488,1.184000015258789,True
accepit,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
accept,1.1196924448013306,3.676542282104492,1.2037651538848877,True
acceptabilities,1.0000195503234863,1.9995216131210327,1.0004589557647705,True
acceptability,1.3259612321853638,2.4890708923339844,1.1849677562713623,True
acceptable,1.3833736181259155,5.136319637298584,1.4803071022033691,True
acceptableness,1.076216697692871,2.7428712844848633,1.1809120178222656,True
acceptably,1.0000191926956177,1.9976651668548584,1.002315640449524,True
acceptance,1.1715031862258911,3.6216483116149902,1.2068485021591187,True
acceptances,1.0000180006027222,1.9980459213256836,1.0019360780715942,True
acceptant,1.000025987625122,1.9990637302398682,1.0009104013442993,True
acceptation,1.0932974815368652,2.722496271133423,1.184206247329712,True
acceptations,1.0006389617919922,1.9924447536468506,1.0069161653518677,True
accepted,1.0956424474716187,2.7171831130981445,1.187174677848816,True
accepting,1.2226978540420532,2.529843807220459,1.2474584579467773,True
acceptive,1.2278869152069092,1.5194343328475952,1.252678632736206,True
accepts,1.0000215768814087,1.9971885681152344,1.0027897357940674,True
access,1.0818259716033936,1.7397682666778564,1.17840576171875,True
accessable,1.047011137008667,1.914825201034546,1.0381637811660767,True
accessary,1.0800669193267822,1.741710901260376,1.1782220602035522,True
accessforall,1.1537543535232544,1.6623854637145996,1.1838603019714355,True
accessibility,1.0687017440795898,1.7540820837020874,1.1772162914276123,True
accessible,1.456321358680725,5.007008075714111,1.5366708040237427,True
accession,1.0493532419204712,1.9266796112060547,1.0239671468734741,True
accessional,1.234553337097168,1.4863287210464478,1.2791179418563843,True
accessorial,1.53190016746521,2.0352816581726074,1.4328181743621826,True
accessorise,1.3049681186676025,1.514415979385376,1.1806159019470215,True
accessory,1.369091510772705,2.194161891937256,1.436746597290039,True
accident,2.8754796981811523,1.8044323921203613,1.3200881481170654,True
accident-prone,1.5740635395050049,1.962377905845642,1.4635587930679321,True
accidental,3.247012138366699,1.9976980686187744,1.7552897930145264,True
accidentally,2.3145065307617188,1.495019793510437,1.1904735565185547,True
accidents,1.9859669208526611,1.0010240077972412,1.0130090713500977,True
accidie,1.1382259130477905,1.67836594581604,1.1834081411361694,True
accipiter,1.3196420669555664,1.500525951385498,1.179832100868225,True
accipitrine,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acclaim,1.1696120500564575,3.590688467025757,1.2396997213363647,True
acclaimed,1.172837495803833,3.5749752521514893,1.2521873712539673,True
acclamation,1.2291361093521118,4.494070053100586,1.2767937183380127,True
acclimate,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acclimatise,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acclimatised,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acclimatization,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acclimatize,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acclimatizing,1.3112671375274658,1.508446216583252,1.1802866458892822,True
accolade,1.2452669143676758,3.5088398456573486,1.245893120765686,True
accolades,1.047011137008667,1.914825201034546,1.0381637811660767,True
accommodate,1.1308830976486206,2.6667752265930176,1.2023417949676514,True
accommodating,1.2044187784194946,1.5563833713531494,1.2391977310180664,True
accommodation,1.1993517875671387,2.592893362045288,1.2077548503875732,True
accommodational,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accommodative,1.6417783498764038,3.86540150642395,1.492820143699646,True
accomodate,1.1621173620224,1.6539306640625,1.1839519739151,True
accomodation,1.1567370891571045,1.6593611240386963,1.1839017868041992,True
accomodative,1.047011137008667,1.914825201034546,1.0381637811660767,True
accompanied,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accompaniment,1.0493532419204712,1.9266796112060547,1.0239671468734741,True
accomplice,1.3465830087661743,1.4751689434051514,1.1782480478286743,True
accomplish,1.172158122062683,4.5874342918396,1.2404077053070068,True
accomplished,1.125227928161621,3.658271312713623,1.2165008783340454,True
accomplishes,1.0000314712524414,1.9987200498580933,1.0012483596801758,True
accomplishment,1.245403528213501,3.508700132369995,1.2458964586257935,True
accomplishments,1.047011137008667,1.914825201034546,1.0381637811660767,True
accord,1.1268607378005981,2.671207904815674,1.2019312381744385,True
accordance,1.1247981786727905,2.6734681129455566,1.2017335891723633,True
accordant,1.2960484027862549,2.285274028778076,1.418677568435669,True
accordantly,1.0787755250930786,1.7431341409683228,1.1780903339385986,True
according,1.3313190937042236,2.203808307647705,1.4648727178573608,True
accordingly,1.1465988159179688,1.66969895362854,1.1837022304534912,True
accost,2.453253984451294,2.059098243713379,1.4876477718353271,True
account,1.1432723999023438,1.6731276512145996,1.183599829673767,True
accountability,1.0779978036880493,1.7439897060394287,1.178012490272522,True
accountable,2.035745143890381,3.3099560737609863,1.6542987823486328,True
accountant,1.157167673110962,1.6589256525039673,1.1839066743850708,True
accountedge,1.1594817638397217,1.6565890312194824,1.1839293241500854,True
accounting,1.0861010551452637,1.7350318431854248,1.178867220878601,True
accouterment,1.068458914756775,1.7543410062789917,1.1772000789642334,True
accoutred,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accoutrement,1.0759888887405396,1.7461936473846436,1.1778175830841064,True
accreditation,1.1550260782241821,1.6610941886901855,1.1838796138763428,True
accrete,1.3238170146942139,1.496584177017212,1.1795988082885742,True
accretion,1.0737075805664062,1.7486834526062012,1.1776089668273926,True
accretionary,1.2753794193267822,1.4579439163208008,1.266676664352417,True
accretive,1.2645777463912964,1.4599740505218506,1.275448203086853,True
accrue,1.131775140762329,2.6657886505126953,1.2024362087249756,True
acculturation,1.0705554485321045,1.752095103263855,1.177349328994751,True
acculturative,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accumulate,1.1527721881866455,1.6633844375610352,1.1838434934616089,True
accumulated,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accumulation,1.0825716257095337,1.738943338394165,1.1784849166870117,True
accumulative,1.2143490314483643,1.5327800512313843,1.252871036529541,True
accumulator,1.1584659814834595,1.6576142311096191,1.1839197874069214,True
accuracy,1.2098559141159058,2.5822384357452393,1.207905650138855,True
accurate,1.5153530836105347,4.962800025939941,1.521846890449524,True
accurately,1.1792874336242676,3.5679357051849365,1.2527769804000854,True
accurateness,1.0493532419204712,1.9266796112060547,1.0239671468734741,True
accurse,1.3112671375274658,1.508446216583252,1.1802866458892822,True
accursed,3.031038761138916,1.4994308948516846,1.4695303440093994,True
accusation,4.315690517425537,2.0132339000701904,1.6710758209228516,True
accusations,3.3190202713012695,1.332540512084961,1.3484392166137695,True
accusative,1.3049681186676025,1.514415979385376,1.1806159019470215,True
accusatorial,1.2448697090148926,1.463590383529663,1.2915397882461548,True
accusatory,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
accuse,3.4376814365386963,2.020251512527466,1.542067289352417,True
accused,2.301391124725342,1.5028163194656372,1.1957927942276,True
accuser,1.182504415512085,1.6334726810455322,1.1840229034423828,True
accuses,2.649977922439575,1.160556674003601,1.1894654035568237,True
accusing,3.559049606323242,1.8653618097305298,1.5755884647369385,True
accusingly,2.551555633544922,1.9268043041229248,1.5216403007507324,True
accusive,1.6022005081176758,1.9602339267730713,1.437565565109253,True
accustomed,1.234553337097168,1.4863287210464478,1.2791179418563843,True
accuweather,1.171459436416626,1.6445332765579224,1.1840072870254517,True
ace,1.1589006185531616,1.6571754217147827,1.1839239597320557,True
acentric,1.2749921083450317,1.4683102369308472,1.256697654724121,True
acephalous,1.2331184148788452,1.5077564716339111,1.2591252326965332,True
acerb,1.3404123783111572,1.4809556007385254,1.1786320209503174,True
acerbate,1.9636168479919434,1.678665041923523,1.3577181100845337,True
acerbic,2.643975257873535,1.8377771377563477,1.5182478427886963,True
acerbically,1.66495943069458,1.1582565307617188,1.1767840385437012,True
acerbity,1.3196420669555664,1.500525951385498,1.179832100868225,True
acervate,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acetabular,1.0905429124832153,1.7300982475280762,1.1793588399887085,True
acetabulum,1.0905429124832153,1.7300982475280762,1.1793588399887085,True
acetaminophen,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
acetate,1.1699248552322388,1.6460742950439453,1.184000849723816,True
acetazolamide,1.288160800933838,1.5304057598114014,1.1814334392547607,True
acetic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acetify,1.2695438861846924,1.5482455492019653,1.1822104454040527,True
acetone,1.0780681371688843,1.7439122200012207,1.1780195236206055,True
acetonic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acetylacetone,1.3259010314941406,1.4946180582046509,1.179480791091919,True
acetylenic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acetylic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acf,1.1558793783187866,1.6602293252944946,1.1838912963867188,True
achaar,1.2860732078552246,1.5323988199234009,1.181527853012085,True
achaean,1.2448697090148926,1.463590383529663,1.2915397882461548,True
achalasia,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
achamoth,1.0775773525238037,1.7444517612457275,1.1779710054397583,True
ache,3.6478805541992188,1.8484623432159424,1.5036572217941284,True
ached,2.656464099884033,1.1594957113265991,1.1840400695800781,True
achene,1.153473138809204,1.6626713275909424,1.183855652809143,True
achenial,1.2448697090148926,1.463590383529663,1.2915397882461548,True
aches,2.6299750804901123,1.1606202125549316,1.2094048261642456,True
achey,1.66495943069458,1.1582565307617188,1.1767840385437012,True
achievability,1.3196420669555664,1.500525951385498,1.179832100868225,True
achievable,1.2519254684448242,4.4867353439331055,1.2613388299942017,True
achieve,1.1213046312332153,2.6772685050964355,1.2014267444610596,True
achieved,1.0747712850570679,1.7475242614746094,1.1777043342590332,True
achievement,1.2898069620132446,4.4280266761779785,1.2821662425994873,True
achievements,1.1010783910751343,2.8241782188415527,1.074743390083313,True
achiever,1.0840094089508057,1.7373511791229248,1.17863929271698,True
achievible,1.047011137008667,1.914825201034546,1.0381637811660767,True
achievment,1.0698071718215942,1.752899169921875,1.1772936582565308,True
achillea,1.0770206451416016,1.7450628280639648,1.1779165267944336,True
aching,2.9654362201690674,1.6750452518463135,1.3595186471939087,True
achingly,1.3154584169387817,1.5044801235198975,1.1800614595413208,True
achish,1.0730514526367188,1.749396562576294,1.1775518655776978,True
achlamydeous,1.298621416091919,1.4532173871994019,1.2481610774993896,True
achlorhydria,1.2654691934585571,1.5521671772003174,1.182363748550415,True
achlorhydric,1.26370108127594,1.4808636903762817,1.2554352283477783,True
achondritic,1.2698986530303955,1.4589787721633911,1.2711225748062134,True
achondroplasia,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
achondroplastic,1.2544214725494385,1.461851954460144,1.283726692199707,True
achromasia,1.2839900255203247,1.534389853477478,1.1816201210021973,True
achromat,1.1591910123825073,1.656882405281067,1.1839267015457153,True
achromatic,1.2757019996643066,1.5423297882080078,1.1819682121276855,True
achromatinic,1.2448697090148926,1.463590383529663,1.2915397882461548,True
achromatopsia,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
achromatous,1.2753794193267822,1.4579439163208008,1.266676664352417,True
achromous,1.2448697090148926,1.463590383529663,1.2915397882461548,True
achy,1.3921815156936646,2.1906356811523438,1.4171825647354126,True
acicular,1.338348388671875,1.4828951358795166,1.1787564754486084,True
aciculate,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acid,1.4453043937683105,2.104018211364746,1.450677514076233,True
acid-fast,1.26370108127594,1.4808636903762817,1.2554352283477783,True
acid-forming,1.5980092287063599,1.9642000198364258,1.4377907514572144,True
acid-loving,1.2645777463912964,1.4599740505218506,1.275448203086853,True
acid-producing,1.3112671375274658,1.508446216583252,1.1802866458892822,True
acidic,1.4243463277816772,2.1079261302948,1.467727541923523,True
acidification,1.3238170146942139,1.496584177017212,1.1795988082885742,True
acidify,1.2695438861846924,1.5482455492019653,1.1822104454040527,True
acidimetric,1.2448697090148926,1.463590383529663,1.2915397882461548,True
acidity,1.3196420669555664,1.500525951385498,1.179832100868225,True
acidly,1.2188475131988525,1.597473382949829,1.1836791038513184,True
acidophil,1.0788466930389404,1.743055820465088,1.1780974864959717,True
acidophile,1.0788466930389404,1.743055820465088,1.1780974864959717,True
acidophilus,1.352719783782959,1.4694312810897827,1.1778489351272583,True
acidotic,1.2226836681365967,1.5311882495880127,1.2461280822753906,True
acidulate,1.2695438861846924,1.5482455492019653,1.1822104454040527,True
acidulous,1.26370108127594,1.4808636903762817,1.2554352283477783,True
acidulousness,1.3238170146942139,1.496584177017212,1.1795988082885742,True
aciduria,1.313363790512085,1.5064617395401,1.1801745891571045,True
